user_id,avg_decision_time,risk_score,exploration_score,curiosity_score,information_score,time_pressure_efficiency,decision_consistency,decision_variance,risk_shift_over_time,hint_dependency_curve,exploration_depth,pressure_success_rate,option_entropy,timeout_rate,path_unlock_rate,event_count,confidence,curiosity,emotional_safety,exploratory_power
TCBIS0157,11.421,0.348,0.655,0.762,0.81,0.399,0.824,0.221,0.493,0.202,0.463,0.585,0.505,0.333,0.105,14,5.31,7.19,6.2,6.27
TCBIS0158,7.073,0.439,0.601,0.579,0.736,0.692,0.696,0.251,0.048,-0.039,0.567,0.919,0.908,0.046,0.505,22,8.46,6.22,7.78,6.38
TCBIS0159,2.294,0.151,0.53,0.691,0.661,0.703,0.781,0.143,0.349,0.241,0.398,0.591,0.704,0.239,0.152,16,7.28,5.81,6.13,5.03
TCBIS0160,1.693,0.864,0.351,0.491,0.381,0.492,0.812,0.11,0.366,0.468,0.294,0.138,0.62,0.504,0.187,12,5.65,6.16,4.99,5.01
TCBIS0161,9.603,0.219,0.524,0.584,0.693,0.459,0.686,0.355,-0.471,-0.124,0.479,0.604,0.87,0.354,0.396,18,6.49,6.48,6.45,6.35
TCBIS0162,7.138,0.748,0.821,0.446,0.258,0.635,0.878,0.166,-0.054,-0.189,0.669,0.903,0.952,0.115,0.386,11,8.37,4.27,6.32,7.55
TCBIS0163,9.821,0.24,0.493,0.487,0.453,0.501,0.717,0.32,0.161,0.273,0.437,0.768,0.671,0.365,0.332,12,6.07,5.83,6.47,5.86
TCBIS0164,7.056,0.127,0.555,0.399,0.326,0.509,0.643,0.353,0.171,0.287,0.462,0.602,0.649,0.016,0.29,23,7.33,5.84,5.66,5.51
TCBIS0165,8.695,0.598,0.221,0.574,0.577,0.364,0.656,0.287,0.501,0.215,0.267,0.349,0.776,0.19,0.352,10,5.73,6.03,6.86,4.47
TCBIS0166,10.502,0.64,0.17,0.52,0.57,0.505,0.796,0.162,0.338,0.531,0.329,0.804,0.432,0.061,0.624,15,6.9,5.75,6.96,4.79
TCBIS0167,4.145,0.65,0.383,0.401,0.466,0.684,0.923,0.074,0.265,-0.118,0.404,0.735,0.772,0.256,0.442,17,7.6,5.54,6.78,5.36
TCBIS0168,4.386,0.351,0.586,0.502,0.768,0.711,0.691,0.339,-0.371,0.193,0.464,0.747,0.282,0.061,0.237,24,7.57,6.68,7.85,5.35
TCBIS0169,5.002,0.193,0.043,0.779,0.643,0.573,0.557,0.421,0.457,-0.254,0.12,0.515,0.84,0.362,0.263,18,6.21,6.83,5.33,4.09
TCBIS0170,9.214,0.217,0.169,0.818,0.741,0.535,0.859,0.144,0.536,0.444,0.17,0.734,0.463,0.149,0.171,24,6.94,6.77,6.33,2.85
TCBIS0171,8.728,0.259,0.533,0.694,0.673,0.276,0.826,0.122,0.01,0.202,0.507,0.135,0.863,0.189,0.459,15,5.41,6.87,6.37,7.04
TCBIS0172,10.443,0.722,0.787,0.21,0.367,0.449,0.617,0.366,0.41,-0.336,0.592,0.719,0.933,0.135,0.23,20,6.16,3.95,6.41,6.78
TCBIS0173,8.596,0.338,0.19,0.168,0.408,0.499,0.816,0.168,0.389,0.227,0.253,0.68,0.445,0.14,0.371,15,6.92,4.31,6.64,4.83
TCBIS0174,1.477,0.833,0.81,0.644,0.719,0.682,0.738,0.31,-0.459,-0.057,0.604,0.469,0.838,0.16,0.222,11,7.54,6.67,5.38,7.42
TCBIS0175,6.454,0.892,0.262,0.594,0.312,0.432,0.519,0.463,-0.195,-0.283,0.331,0.387,0.484,0.046,0.458,20,6.81,5.73,5.3,4.94
TCBIS0176,7.525,0.151,0.511,0.363,0.194,0.424,0.741,0.196,0.179,0.237,0.499,0.478,0.94,0.376,0.478,13,5.46,5.09,5.39,6.56
TCBIS0177,11.006,0.625,0.204,0.247,0.637,0.385,0.482,0.569,0.373,0.52,0.168,0.561,0.911,0.186,0.1,14,4.41,5.85,5.64,3.99
TCBIS0178,2.384,0.661,0.374,0.142,0.426,0.683,0.648,0.318,0.179,-0.205,0.276,0.606,0.543,0.259,0.095,11,7.42,4.47,6.54,4.54
TCBIS0179,2.494,0.565,0.365,0.573,0.592,0.678,0.778,0.19,-0.35,0.03,0.354,0.568,0.237,0.031,0.334,22,8.1,6.57,6.77,5.0
TCBIS0180,7.146,0.097,0.263,0.461,0.265,0.367,0.654,0.338,-0.172,0.114,0.388,0.306,0.674,0.033,0.619,11,6.36,5.17,5.21,5.4
TCBIS0181,9.015,0.196,0.823,0.558,0.748,0.395,0.841,0.124,-0.348,-0.165,0.582,0.404,0.801,0.134,0.133,23,6.14,6.0,6.34,7.28
TCBIS0182,6.538,0.413,0.53,0.656,0.624,0.498,0.791,0.191,-0.038,-0.103,0.354,0.471,0.525,0.2,0.028,10,7.41,6.38,7.4,5.26
TCBIS0183,7.558,0.174,0.943,0.391,0.57,0.528,0.796,0.228,0.425,0.162,0.666,0.628,0.521,0.305,0.153,18,6.33,4.98,5.62,7.59
TCBIS0184,10.316,0.405,0.703,0.292,0.353,0.172,0.307,0.632,-0.296,0.274,0.505,0.097,0.746,0.457,0.136,11,2.34,4.83,5.53,5.5
TCBIS0185,7.633,0.124,0.544,0.637,0.337,0.602,0.577,0.499,0.335,-0.255,0.521,0.851,0.864,0.3,0.479,15,7.28,6.24,5.49,6.6
TCBIS0186,3.522,0.55,0.573,0.54,0.278,0.616,0.908,0.017,0.416,0.057,0.517,0.578,0.733,0.057,0.413,16,6.71,5.1,7.01,7.0
TCBIS0187,2.441,0.375,0.563,0.453,0.684,0.514,0.816,0.156,0.439,0.503,0.498,0.177,0.928,0.109,0.376,22,6.59,5.35,6.87,6.75
TCBIS0188,10.9,0.556,0.103,0.661,0.793,0.442,0.836,0.188,-0.132,0.053,0.223,0.644,0.318,0.189,0.446,18,6.63,5.88,6.19,3.63
TCBIS0189,4.24,0.868,0.521,0.178,0.288,0.654,0.653,0.417,-0.298,-0.245,0.349,0.715,0.619,0.078,0.03,11,7.61,4.13,5.0,5.56
TCBIS0190,10.035,0.364,0.413,0.627,0.442,0.351,0.846,0.173,-0.282,0.165,0.413,0.454,0.836,0.276,0.414,19,6.33,6.93,7.01,4.95
TCBIS0191,3.545,0.32,0.32,0.508,0.719,0.513,0.909,0.111,0.485,0.034,0.282,0.252,0.948,0.096,0.211,19,7.24,5.89,6.39,4.75
TCBIS0192,7.471,0.623,0.771,0.36,0.686,0.652,0.7,0.229,-0.292,0.33,0.712,0.872,0.679,0.167,0.603,17,8.26,5.82,6.23,7.58
TCBIS0193,5.845,0.808,0.597,0.626,0.491,0.345,0.704,0.245,-0.028,-0.177,0.506,0.107,0.657,0.2,0.337,11,5.09,6.7,5.6,5.84
TCBIS0194,5.947,0.346,0.362,0.717,0.552,0.418,0.76,0.252,-0.234,-0.032,0.449,0.264,0.599,0.349,0.61,19,5.21,6.61,5.98,6.23
TCBIS0195,8.497,0.468,0.715,0.296,0.519,0.49,0.664,0.414,0.249,-0.174,0.54,0.628,0.348,0.03,0.214,22,6.83,4.19,6.62,6.74
TCBIS0196,10.71,0.806,0.683,0.444,0.335,0.399,0.69,0.359,0.112,0.406,0.496,0.636,0.906,0.011,0.15,16,5.79,5.2,5.75,6.51
TCBIS0197,10.711,0.045,0.2,0.627,0.563,0.316,0.841,0.145,0.078,-0.179,0.216,0.401,0.773,0.199,0.246,10,5.59,6.1,5.59,4.29
TCBIS0198,4.818,0.445,0.659,0.594,0.776,0.477,0.925,0.08,0.372,0.329,0.471,0.258,0.357,0.126,0.121,17,6.59,6.0,7.72,5.84
TCBIS0199,4.433,0.58,0.543,0.6,0.639,0.524,0.373,0.667,0.096,-0.106,0.544,0.363,0.767,0.337,0.546,19,4.89,5.73,6.04,6.43
TCBIS0200,3.357,0.492,0.489,0.557,0.596,0.643,0.924,0.04,-0.417,0.637,0.397,0.555,0.354,0.304,0.226,24,8.08,5.91,8.16,4.85
TCBIS0201,2.704,0.198,0.669,0.475,0.654,0.64,1.0,0.006,-0.431,0.55,0.538,0.484,0.582,0.356,0.294,12,7.46,6.05,6.05,6.36
TCBIS0202,4.379,0.21,0.865,0.523,0.488,0.502,0.796,0.218,0.138,-0.306,0.68,0.343,0.824,0.321,0.336,20,5.3,5.25,6.1,7.8
TCBIS0203,1.964,0.797,0.585,0.713,0.769,0.601,0.98,0.03,0.287,0.478,0.5,0.316,0.643,0.073,0.341,13,8.38,6.99,5.97,6.19
TCBIS0204,4.365,0.644,0.838,0.123,0.093,0.616,0.947,0.079,0.061,-0.161,0.559,0.683,0.291,0.289,0.042,15,7.39,3.49,6.18,6.64
TCBIS0205,6.154,0.834,0.596,0.732,0.38,0.367,0.632,0.325,-0.375,0.516,0.469,0.204,0.878,0.426,0.234,24,4.33,6.37,4.12,6.22
TCBIS0206,10.355,0.239,0.874,0.622,0.752,0.303,0.868,0.116,0.345,0.491,0.657,0.302,0.215,0.146,0.254,15,5.37,6.43,6.13,6.73
TCBIS0207,7.75,0.74,0.499,0.458,0.524,0.234,0.923,0.143,0.309,0.257,0.386,0.0,0.979,0.531,0.175,12,4.42,4.81,5.67,6.38
TCBIS0208,2.088,0.368,0.417,0.473,0.456,0.656,0.653,0.289,0.079,0.57,0.31,0.517,0.512,0.253,0.11,17,6.29,6.15,6.85,5.46
TCBIS0209,8.012,0.483,0.414,0.547,0.734,0.375,0.524,0.408,0.054,0.421,0.298,0.286,0.859,0.327,0.083,21,5.23,6.74,6.31,4.67
TCBIS0210,5.394,0.314,0.827,0.483,0.505,0.534,0.733,0.282,-0.247,-0.028,0.585,0.49,0.484,0.295,0.135,16,6.28,5.2,6.89,6.65
TCBIS0211,9.41,0.675,0.244,0.291,0.596,0.329,0.925,0.08,-0.47,0.603,0.34,0.322,0.698,0.287,0.519,17,5.42,4.31,6.17,5.63
TCBIS0212,7.385,0.277,0.515,0.572,0.372,0.61,0.561,0.372,-0.471,0.333,0.402,0.842,0.63,0.241,0.191,10,6.69,6.13,6.03,5.57
TCBIS0213,11.345,0.431,0.568,0.706,0.483,0.354,0.89,0.057,0.491,0.151,0.445,0.552,0.731,0.018,0.218,23,5.45,6.32,7.52,5.79
TCBIS0214,8.912,0.681,0.574,0.444,0.35,0.514,0.79,0.279,0.339,-0.049,0.412,0.75,0.119,0.026,0.11,17,6.76,5.5,6.18,5.23
TCBIS0215,5.984,0.515,0.365,0.504,0.634,0.648,0.916,0.006,-0.367,0.214,0.436,0.76,0.785,0.022,0.569,12,8.16,6.89,6.97,5.33
TCBIS0216,1.177,0.475,0.929,0.607,0.626,0.764,0.342,0.6,0.431,0.39,0.742,0.65,0.488,0.086,0.396,24,8.15,5.57,6.22,8.23
TCBIS0217,5.334,0.473,0.034,0.557,0.56,0.501,0.8,0.198,-0.438,0.21,0.041,0.4,0.324,0.04,0.055,13,6.34,5.86,6.73,3.41
TCBIS0218,1.198,0.293,0.839,0.388,0.525,0.803,0.808,0.188,0.185,0.185,0.619,0.76,0.567,0.223,0.211,21,8.64,5.04,6.74,7.73
TCBIS0219,5.112,0.396,0.694,0.425,0.31,0.423,0.673,0.263,0.294,0.383,0.606,0.265,0.255,0.105,0.442,14,5.99,5.04,6.7,6.42
TCBIS0220,5.223,0.383,0.119,0.698,0.573,0.47,0.636,0.362,-0.147,0.3,0.13,0.318,0.608,0.211,0.149,24,6.13,5.93,6.73,3.82
TCBIS0221,1.317,0.816,0.75,0.582,0.4,0.761,0.886,0.119,-0.176,-0.129,0.61,0.703,0.851,0.267,0.351,19,8.79,4.83,5.37,7.15
TCBIS0222,5.517,0.316,0.331,0.628,0.327,0.323,0.477,0.554,0.45,0.288,0.22,0.07,0.805,0.092,0.013,18,4.89,5.31,6.09,5.13
TCBIS0223,6.029,0.143,0.704,0.329,0.664,0.462,0.745,0.181,0.156,-0.285,0.521,0.343,0.43,0.015,0.182,24,7.29,5.24,5.72,6.81
TCBIS0224,6.713,0.748,0.447,0.469,0.748,0.549,0.455,0.603,-0.268,0.063,0.342,0.57,0.434,0.166,0.146,19,7.1,5.7,6.01,5.46
TCBIS0225,2.241,0.109,0.939,0.905,0.952,0.881,0.802,0.139,0.156,0.2,0.736,0.919,0.96,0.032,0.359,16,8.6,6.54,6.43,7.72
TCBIS0226,5.181,0.278,0.683,0.645,0.668,0.515,0.498,0.565,-0.423,0.486,0.537,0.395,0.651,0.035,0.265,15,6.69,6.61,6.51,6.42
TCBIS0227,5.167,0.491,0.567,0.701,0.651,0.671,0.984,0.067,-0.345,-0.246,0.381,0.745,0.551,0.054,0.035,18,7.58,5.91,7.83,5.01
TCBIS0228,5.778,0.217,0.746,0.521,0.453,0.607,0.601,0.39,0.404,0.296,0.573,0.693,0.716,0.142,0.253,10,7.28,5.94,6.41,6.06
TCBIS0229,8.984,0.4,0.558,0.418,0.686,0.335,0.939,0.106,-0.236,0.403,0.463,0.284,0.622,0.426,0.287,21,5.33,5.56,6.04,6.08
TCBIS0230,4.274,0.709,0.23,0.574,0.275,0.591,0.926,0.073,0.459,-0.313,0.179,0.58,0.472,0.127,0.083,24,8.58,4.91,5.81,4.26
TCBIS0231,9.031,0.622,0.464,0.171,0.327,0.442,0.747,0.175,0.339,0.054,0.374,0.605,0.949,0.119,0.208,22,6.84,4.48,6.73,6.29
TCBIS0232,7.893,0.18,0.277,0.506,0.587,0.592,0.994,0.062,-0.037,0.204,0.323,0.793,0.883,0.119,0.407,20,8.6,5.95,6.8,5.29
TCBIS0233,6.467,0.445,0.162,0.368,0.579,0.542,0.908,0.048,0.293,0.105,0.267,0.573,0.626,0.168,0.461,17,6.88,4.28,7.14,4.64
TCBIS0234,4.485,0.696,0.5,0.491,0.607,0.594,0.463,0.551,-0.352,0.327,0.386,0.53,0.489,0.073,0.173,21,7.23,5.81,5.71,5.3
TCBIS0235,9.444,0.635,0.575,0.34,0.434,0.358,0.817,0.142,-0.004,-0.087,0.573,0.426,0.245,0.018,0.569,20,5.99,4.75,6.56,6.35
TCBIS0236,7.076,0.083,0.25,0.569,0.328,0.378,0.652,0.324,-0.22,0.206,0.307,0.312,0.271,0.101,0.412,22,5.14,6.68,6.0,3.23
TCBIS0237,8.197,0.392,0.404,0.461,0.225,0.49,0.559,0.363,-0.448,0.639,0.462,0.67,0.578,0.089,0.57,18,6.7,5.24,7.21,6.51
TCBIS0238,7.453,0.395,0.407,0.338,0.552,0.457,0.494,0.551,0.268,0.353,0.32,0.466,0.657,0.028,0.157,13,6.36,4.38,6.71,5.53
TCBIS0239,3.104,0.148,0.459,0.844,0.656,0.753,0.912,0.155,-0.102,-0.15,0.447,0.766,0.353,0.007,0.425,16,9.76,6.63,6.53,5.93
TCBIS0240,2.429,0.592,0.229,0.312,0.249,0.817,0.798,0.21,0.124,0.497,0.193,0.948,0.698,0.037,0.125,15,8.98,4.2,7.99,3.83
TCBIS0241,6.452,0.216,0.04,0.192,0.154,0.571,0.717,0.227,0.517,0.364,0.178,0.731,0.5,0.091,0.433,10,6.84,4.67,6.5,3.54
TCBIS0242,4.285,0.64,0.431,0.292,0.676,0.717,0.653,0.339,-0.516,0.007,0.348,0.773,0.877,0.181,0.194,18,8.51,5.09,5.68,5.36
TCBIS0243,1.003,0.583,0.133,0.207,0.55,0.716,0.628,0.4,0.34,0.16,0.149,0.545,0.422,0.12,0.179,10,7.1,4.48,5.94,4.67
TCBIS0244,1.711,0.315,0.09,0.732,0.583,0.824,0.778,0.183,0.203,0.207,0.2,0.833,0.565,0.066,0.405,10,8.79,6.94,7.33,4.29
TCBIS0245,1.739,0.661,0.275,0.134,0.508,0.609,0.784,0.176,-0.452,-0.189,0.387,0.375,0.553,0.215,0.594,24,6.83,4.56,6.3,5.17
TCBIS0246,6.706,0.267,0.497,0.431,0.526,0.426,0.552,0.506,-0.287,0.082,0.366,0.346,0.7,0.376,0.124,21,5.28,5.41,5.42,6.26
TCBIS0247,1.221,0.367,0.21,0.281,0.308,0.489,0.936,0.082,-0.262,0.573,0.174,0.113,0.632,0.08,0.106,23,6.92,4.31,6.99,4.68
TCBIS0248,1.287,0.479,0.179,0.202,0.273,0.733,0.868,0.078,-0.516,0.525,0.252,0.667,0.322,0.284,0.387,17,7.93,4.76,7.71,3.99
TCBIS0249,7.128,0.782,0.801,0.322,0.438,0.585,0.746,0.314,-0.108,-0.184,0.62,0.751,0.896,0.058,0.283,22,8.27,5.17,6.25,7.39
TCBIS0250,5.813,0.148,0.335,0.361,0.498,0.645,0.642,0.358,0.095,0.362,0.435,0.77,0.656,0.545,0.621,19,7.19,5.45,5.98,5.41
TCBIS0251,1.334,0.056,0.689,0.812,0.769,0.726,0.575,0.402,0.19,-0.22,0.523,0.546,0.296,0.154,0.216,19,7.96,7.32,4.49,6.71
TCBIS0252,3.347,0.772,0.235,0.539,0.389,0.747,0.82,0.18,-0.403,0.162,0.457,0.832,0.938,0.115,0.869,21,8.07,6.02,6.75,6.03
TCBIS0253,4.25,0.918,0.328,0.684,0.469,0.546,0.644,0.329,-0.297,0.61,0.339,0.436,0.721,0.028,0.36,13,6.51,6.2,5.69,5.24
TCBIS0254,7.967,0.172,0.227,0.494,0.688,0.492,0.961,0.1,-0.383,0.468,0.17,0.553,0.655,0.195,0.065,23,6.58,5.97,6.21,4.51
TCBIS0255,6.17,0.912,0.866,0.335,0.58,0.402,0.127,0.816,0.238,0.242,0.679,0.239,0.858,0.232,0.332,22,5.78,5.31,4.01,7.67
TCBIS0256,6.385,0.248,0.512,0.048,0.28,0.437,0.748,0.306,0.133,0.339,0.489,0.401,0.574,0.056,0.447,12,6.27,3.95,5.84,5.97
TCBIS0257,7.629,0.699,0.858,0.363,0.587,0.469,0.613,0.38,0.134,-0.115,0.642,0.498,0.153,0.064,0.241,13,6.38,5.01,7.08,5.78
TCBIS0258,4.939,0.572,0.254,0.522,0.6,0.603,0.405,0.659,-0.349,0.229,0.413,0.586,0.976,0.018,0.707,24,6.94,5.85,7.49,5.87
TCBIS0259,11.15,0.751,0.532,0.375,0.486,0.118,1.0,0.051,-0.304,-0.33,0.411,0.012,0.727,0.264,0.187,22,3.82,4.27,5.84,5.8
TCBIS0260,2.867,0.766,0.475,0.156,0.121,0.545,0.917,0.05,-0.166,0.546,0.379,0.405,0.393,0.008,0.2,21,7.25,4.56,6.2,5.64
TCBIS0261,7.725,0.385,0.607,0.308,0.149,0.272,0.82,0.197,-0.502,-0.153,0.461,0.165,0.889,0.671,0.191,19,4.48,3.63,5.84,6.04
TCBIS0262,1.487,0.369,0.729,0.395,0.476,0.643,0.897,0.135,-0.342,-0.307,0.492,0.438,0.849,0.457,0.052,13,7.02,4.72,6.2,6.38
TCBIS0263,2.734,0.355,0.251,0.259,0.201,0.707,0.678,0.365,-0.138,0.57,0.283,0.737,0.289,0.325,0.341,21,7.2,4.75,5.74,4.31
TCBIS0264,11.251,0.542,0.461,0.368,0.239,0.397,0.588,0.356,-0.496,0.347,0.395,0.695,0.29,0.18,0.271,24,6.07,5.55,7.01,4.92
TCBIS0265,4.008,0.089,0.514,0.568,0.784,0.496,0.73,0.308,-0.111,0.116,0.357,0.237,0.112,0.439,0.065,23,5.84,6.5,4.72,5.08
TCBIS0266,9.223,0.854,0.459,0.436,0.582,0.477,0.854,0.22,0.474,0.584,0.389,0.64,0.574,0.283,0.258,12,6.62,6.31,4.68,5.52
TCBIS0267,11.251,0.821,0.679,0.281,0.632,0.265,0.834,0.241,0.115,-0.226,0.466,0.314,0.475,0.343,0.069,23,4.67,4.8,5.82,6.12
TCBIS0268,2.759,0.333,0.618,0.379,0.215,0.632,0.967,0.002,0.018,-0.235,0.545,0.568,0.977,0.425,0.409,14,7.07,4.49,6.66,6.64
TCBIS0269,2.251,0.547,0.173,0.92,0.906,0.616,0.865,0.209,0.466,0.614,0.368,0.34,0.838,0.329,0.731,16,6.54,7.43,5.99,5.13
TCBIS0270,8.558,0.856,0.506,0.57,0.433,0.554,0.96,0.098,-0.072,-0.227,0.505,0.794,0.469,0.034,0.502,13,8.81,6.11,6.27,6.13
TCBIS0271,4.563,0.367,0.712,0.59,0.748,0.701,0.855,0.186,0.479,0.625,0.57,0.742,0.933,0.149,0.305,18,8.03,6.6,7.51,6.74
TCBIS0272,4.101,0.626,0.096,0.666,0.697,0.73,0.502,0.562,-0.088,0.159,0.157,0.782,0.512,0.391,0.27,24,7.25,7.08,5.21,3.9
TCBIS0273,3.581,0.61,0.803,0.722,0.408,0.526,0.868,0.126,0.365,0.15,0.585,0.353,0.66,0.108,0.179,24,6.77,5.99,6.17,6.69
TCBIS0274,9.008,0.23,0.493,0.281,0.288,0.351,0.785,0.265,0.455,-0.05,0.352,0.408,0.479,0.096,0.089,14,6.69,4.39,6.41,5.05
TCBIS0275,11.486,0.061,0.174,0.397,0.392,0.178,0.807,0.253,0.247,-0.147,0.181,0.192,0.405,0.006,0.195,23,4.69,5.08,6.46,4.66
TCBIS0276,9.032,0.153,0.794,0.616,0.454,0.455,0.769,0.181,-0.534,0.028,0.621,0.606,0.424,0.192,0.3,10,7.25,6.12,5.82,6.86
TCBIS0277,7.577,0.495,0.544,0.402,0.577,0.642,0.832,0.112,0.333,-0.011,0.377,0.882,0.621,0.065,0.066,14,8.18,4.99,6.23,5.58
TCBIS0278,3.866,0.419,0.134,0.784,0.854,0.518,0.817,0.15,-0.39,-0.022,0.101,0.258,0.933,0.069,0.039,14,6.62,7.63,7.26,3.68
TCBIS0279,2.008,0.445,0.611,0.584,0.796,0.82,0.643,0.427,0.44,0.293,0.44,0.8,0.593,0.021,0.122,12,8.66,7.43,6.91,6.07
TCBIS0280,5.381,0.435,0.49,0.297,0.551,0.705,0.488,0.531,0.548,-0.095,0.485,0.858,0.653,0.158,0.476,14,7.9,3.97,6.51,6.26
TCBIS0281,1.716,0.469,0.819,0.203,0.614,0.607,0.685,0.269,0.147,0.319,0.631,0.344,0.461,0.163,0.283,24,6.51,5.22,6.72,7.14
TCBIS0282,9.822,0.4,0.577,0.652,0.698,0.286,0.512,0.451,0.536,-0.047,0.501,0.235,0.733,0.008,0.359,14,5.28,6.57,6.38,6.71
TCBIS0283,8.582,0.598,0.35,0.337,0.216,0.45,0.848,0.209,-0.371,-0.185,0.417,0.613,0.905,0.139,0.542,24,6.66,3.71,6.86,6.53
TCBIS0284,4.882,0.511,0.226,0.395,0.563,0.641,1.0,0.017,-0.151,-0.015,0.192,0.674,0.579,0.308,0.129,22,7.14,5.01,6.9,4.15
TCBIS0285,4.587,0.625,0.139,0.716,0.529,0.444,0.572,0.48,-0.013,0.428,0.182,0.223,0.672,0.077,0.262,19,5.84,7.07,7.11,3.75
TCBIS0286,6.397,0.847,0.556,0.356,0.49,0.546,0.881,0.165,-0.153,0.485,0.536,0.597,0.6,0.053,0.5,13,7.37,5.75,5.34,6.29
TCBIS0287,4.359,0.207,0.615,0.566,0.51,0.545,0.855,0.209,-0.482,0.38,0.476,0.432,0.773,0.124,0.219,13,6.68,5.74,5.72,5.93
TCBIS0288,1.122,0.685,0.287,0.465,0.718,0.747,1.0,0.048,0.479,0.28,0.251,0.586,0.843,0.23,0.185,11,7.5,6.22,6.15,4.98
TCBIS0289,2.894,0.591,0.703,0.361,0.405,0.781,0.785,0.261,-0.19,0.013,0.501,0.869,0.586,0.079,0.126,12,8.09,4.86,6.99,6.79
TCBIS0290,4.941,0.389,0.15,0.29,0.353,0.609,0.828,0.155,0.403,-0.073,0.109,0.655,0.634,0.059,0.033,13,8.19,4.64,6.67,3.32
TCBIS0291,4.105,0.145,0.551,0.874,0.492,0.772,0.43,0.517,-0.28,0.087,0.477,0.923,0.702,0.152,0.34,18,7.64,6.05,5.72,5.84
TCBIS0292,8.951,0.496,0.57,0.458,0.277,0.476,0.759,0.227,-0.516,0.105,0.456,0.685,0.299,0.053,0.245,12,7.26,5.11,7.95,5.55
TCBIS0293,8.8,0.702,0.545,0.564,0.258,0.399,0.994,0.029,0.056,-0.178,0.471,0.506,0.676,0.025,0.334,24,6.48,4.95,7.47,5.74
TCBIS0294,10.529,0.625,0.242,0.151,0.245,0.219,0.63,0.395,0.117,-0.056,0.282,0.242,0.823,0.136,0.355,15,4.65,4.19,5.95,4.89
TCBIS0295,11.283,0.587,0.371,0.608,0.664,0.45,0.928,0.127,-0.506,0.287,0.275,0.721,0.64,0.016,0.096,15,7.02,6.21,7.16,5.06
TCBIS0296,6.67,0.855,0.828,0.598,0.345,0.453,1.0,0.004,0.415,-0.287,0.57,0.443,0.204,0.32,0.092,24,6.11,4.99,4.95,6.18
TCBIS0297,3.233,0.806,0.249,0.472,0.642,0.502,0.695,0.302,-0.331,0.285,0.397,0.221,0.671,0.121,0.673,20,6.05,6.32,5.17,4.84
TCBIS0298,1.215,0.431,0.687,0.553,0.361,0.589,0.934,0.043,0.373,-0.086,0.507,0.322,0.777,0.025,0.172,22,7.43,4.9,7.08,6.77
TCBIS0299,2.517,0.398,0.419,0.285,0.503,0.762,0.722,0.316,-0.101,0.471,0.292,0.775,0.389,0.006,0.057,22,7.91,4.77,7.95,4.64
TCBIS0300,10.174,0.392,0.352,0.625,0.418,0.443,0.621,0.428,-0.218,-0.032,0.391,0.675,0.406,0.219,0.462,16,6.56,5.5,7.03,5.4
TCBIS0301,4.986,0.916,0.544,0.192,0.266,0.4,0.748,0.181,-0.024,0.326,0.375,0.214,0.184,0.114,0.061,11,5.16,4.45,4.67,5.38
TCBIS0302,4.279,0.437,0.08,0.651,0.608,0.706,0.897,0.115,0.307,-0.041,0.087,0.764,0.495,0.188,0.099,22,7.47,6.61,7.25,3.46
TCBIS0303,7.364,0.291,0.541,0.779,0.359,0.451,0.617,0.382,0.11,0.627,0.584,0.488,0.494,0.203,0.663,24,6.83,5.74,6.02,6.62
TCBIS0304,4.355,0.438,0.449,0.067,0.297,0.675,0.563,0.386,0.276,-0.11,0.359,0.769,0.854,0.019,0.193,19,7.69,3.73,7.21,5.13
TCBIS0305,10.42,0.269,0.542,0.228,0.524,0.369,0.973,0.065,0.046,-0.239,0.449,0.504,0.513,0.383,0.275,23,5.62,4.89,6.09,5.39
TCBIS0306,3.527,0.565,0.19,0.244,0.631,0.49,0.728,0.301,0.244,-0.193,0.216,0.22,0.738,0.255,0.263,21,6.76,4.94,6.54,5.08
TCBIS0307,9.61,0.332,0.561,0.312,0.156,0.452,0.765,0.313,0.2,-0.174,0.391,0.71,0.717,0.3,0.074,24,6.48,4.15,7.02,5.75
TCBIS0308,4.205,0.495,0.341,0.75,0.503,0.429,0.713,0.333,-0.322,0.554,0.345,0.166,0.814,0.148,0.352,15,5.82,6.02,7.19,5.09
TCBIS0309,10.315,0.29,0.565,0.64,0.293,0.513,0.828,0.24,-0.44,0.498,0.557,0.868,0.907,0.237,0.542,10,6.53,6.76,6.07,7.44
TCBIS0310,10.896,0.409,0.111,0.4,0.34,0.389,0.841,0.126,0.454,0.447,0.257,0.627,0.927,0.183,0.527,15,5.98,5.11,6.98,4.74
TCBIS0311,2.245,0.084,0.37,0.7,0.794,0.678,0.728,0.347,0.225,-0.287,0.424,0.503,0.661,0.088,0.523,10,7.25,5.92,5.39,5.29
TCBIS0312,1.225,0.246,0.469,0.523,0.64,0.794,0.705,0.226,0.16,-0.239,0.351,0.717,0.69,0.182,0.133,18,8.11,5.91,4.87,5.8
TCBIS0313,11.114,0.689,0.633,0.513,0.337,0.28,0.962,0.071,-0.013,0.379,0.472,0.403,0.836,0.476,0.174,14,4.07,5.39,4.93,6.98
TCBIS0314,9.283,0.23,0.639,0.499,0.246,0.503,0.985,0.018,0.16,0.437,0.51,0.777,0.717,0.01,0.27,10,8.21,5.89,7.38,7.58
TCBIS0315,6.512,0.446,0.207,0.302,0.417,0.513,0.558,0.391,-0.342,0.339,0.178,0.549,0.545,0.16,0.125,13,6.22,4.44,8.22,3.76
